1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1976,896,2,Gd,1350,GLQ,626,908,RFn,2006,1976,Gd,14977,110,304,63,5,8,1976,2006,2007,440000
1652,1157,2,Av,1196,GLQ,298,499,RFn,2000,1652,Ex,5330,41,161,48,5,8,1494,2000,2000,251000
970,648,2,No,630,GLQ,340,624,Unf,1996,970,TA,8480,80,293,24,6,5,970,1963,1963,132500
1493,612,3,Gd,994,GLQ,484,508,Fin,1997,1493,Gd,13125,75,215,39,5,6,1478,1997,1998,208900
2069,574,3,Av,432,Unf,2153,694,Fin,2006,2643,Ex,13693,105,772,84,5,9,2153,2006,2006,380000
1718,626,3,Gd,1288,GLQ,417,826,RFn,2007,1718,Gd,10637,79,336,44,5,8,1705,2007,2008,297000
1131,896,3,No,168,Rec,739,672,Unf,1995,1131,TA,5925,50,435,72,7,4,907,1937,2000,89471
1850,780,3,Gd,1261,GLQ,572,772,Fin,2004,1850,Gd,16033,98,378,112,5,9,1833,2004,2005,326000
1792,971,2,Gd,1567,GLQ,225,874,Fin,2003,1792,Ex,11846,72,562,49,5,9,1792,2003,2004,374000
916,561,4,No,299,ALQ,611,164,Unf,1915,1826,Ex,2500,50,76,114,8,7,910,1915,2005,155000
1216,1208,2,No,897,GLQ,319,402,Unf,1998,1216,TA,4500,32,116,125,5,6,1216,1998,1998,164000
999,468,3,No,588,ALQ,411,264,Unf,1963,999,Gd,7758,65,387,132,7,5,999,1962,2001,132500
1113,504,3,No,607,ALQ,506,264,Unf,1950,1113,Gd,9600,80,415,80,7,5,1113,1950,2007,147000
1073,430,3,No,836,ALQ,237,515,RFn,1965,1073,TA,10289,79,168,319,7,5,1073,1965,1965,156000
1484,650,3,Av,998,ALQ,486,487,Unf,1971,1484,TA,12243,70,450,144,6,5,1484,1971,1971,175000
1766,648,3,No,664,BLQ,290,520,Unf,1970,2414,TA,10800,60,22,24,4,5,954,1900,1970,160000
630,900,3,Av,515,GLQ,115,286,Unf,1970,630,Gd,1526,21,245,144,8,4,630,1970,2002,86000
616,688,3,Mn,378,Unf,264,336,Fin,1976,1304,TA,2665,70,200,24,6,5,264,1976,1976,115000
958,620,3,No,403,BLQ,238,240,Unf,1941,1578,Fa,9490,79,170,45,7,6,806,1941,2003,133000
728,728,3,No,495,Unf,728,429,RFn,2006,1456,TA,15578,105,106,28,5,6,728,2006,2006,172785
1269,504,3,No,374,BLQ,363,308,Unf,1964,1269,TA,7931,70,160,66,6,5,1269,1960,1960,155000
886,876,2,No,568,Unf,190,273,Unf,1938,886,TA,5784,50,160,20,8,5,190,1938,1996,91300
720,1120,2,No,495,Rec,225,576,None,1920,720,TA,7879,60,266,523,5,4,720,1920,1997,34900
3228,864,3,No,1231,GLQ,1969,546,Unf,1992,3228,Gd,12692,91,220,75,5,8,3200,1992,1993,430000
1133,687,4,No,329,Rec,697,240,Unf,1925,1820,TA,9120,60,76,100,6,7,1026,1925,2007,184000
899,1426,3,No,450,ALQ,414,288,Fin,1967,899,Gd,7800,65,89,45,7,5,864,1967,2004,130000
912,672,2,No,111,BLQ,522,297,Fin,1958,912,TA,7535,70,226,285,7,5,912,1958,1985,120000
672,546,3,No,356,BLQ,316,264,Unf,1973,1218,TA,1890,21,285,28,5,6,672,1973,1973,113000
866,902,3,No,400,GLQ,466,603,RFn,2005,1768,Gd,9803,75,335,108,5,7,866,2005,2005,226700
1214,1414,2,No,698,ALQ,420,461,Unf,1965,1214,TA,9170,70,106,36,7,5,1214,1965,1965,140000
1801,349,1,No,1247,ALQ,254,484,Fin,1959,1801,TA,15602,100,584,54,8,7,1501,1959,1997,289000
855,914,3,No,257,ALQ,103,440,Unf,1974,1322,TA,2308,24,51,132,5,6,855,1974,1974,147000
960,1000,4,No,75,Unf,960,400,Unf,1952,1960,TA,7596,60,360,38,5,5,960,1952,1952,124500
1065,846,3,No,380,GLQ,397,471,RFn,1993,1911,Gd,9554,80,125,81,5,8,777,1993,1994,215000
1218,1362,2,No,27,GLQ,1191,676,Fin,2009,1218,Gd,7862,75,220,102,5,6,1218,2009,2009,208300
689,689,3,No,141,Rec,548,360,Unf,1928,1378,Gd,9600,60,240,140,9,7,689,1928,2005,161000
1041,833,3,No,991,ALQ,50,270,RFn,1959,1041,TA,9600,80,132,88,6,5,1041,1959,1959,124500
1363,504,2,No,650,BLQ,178,288,Unf,1951,1363,TA,14559,75,70,42,7,5,1008,1951,2000,164900
1368,846,2,No,821,Unf,1368,474,Fin,2005,1368,Gd,6792,40,94,35,5,7,1368,2005,2006,202665
864,551,3,No,521,BLQ,169,624,RFn,1964,864,TA,9100,70,206,22,5,5,864,1958,1958,129900
1080,1611,3,No,336,ALQ,748,484,Unf,1983,1080,TA,9187,71,466,53,5,6,1084,1983,1983,134000
789,842,2,No,649,Unf,768,200,Unf,1926,789,TA,10594,55,100,130,5,5,768,1926,2007,96500
2020,1254,3,No,1436,GLQ,570,900,Fin,2009,2020,Ex,12220,94,305,54,5,10,2006,2009,2009,402861
1378,741,3,No,1002,Unf,689,583,Unf,1972,2119,TA,10448,140,333,104,6,6,689,1972,1972,158000
1277,1067,3,No,551,Unf,1264,889,RFn,1996,2344,Gd,10208,79,921,148,5,7,1264,1996,1997,265000
882,914,3,Mn,706,GLQ,88,546,RFn,1998,1796,TA,9531,80,44,36,5,6,794,1998,1998,211000
1276,804,3,No,1320,Unf,1276,282,Unf,1926,2080,Gd,10918,53,443,75,9,7,1276,1926,2004,234000
694,600,3,None,1082,None,808,479,None,1900,1294,TA,10800,60,300,114,7,4,1629,1900,2000,106250
1244,1254,3,No,777,Rec,467,336,Unf,1957,1244,TA,11988,90,261,40,6,6,1244,1957,1957,150000
1004,625,3,No,399,ALQ,605,420,Unf,1950,1664,TA,5000,50,74,24,7,6,1004,1947,1970,159000
3138,1538,3,Gd,2260,GLQ,878,884,Fin,2007,4676,Ex,40094,130,762,406,5,10,3138,2007,2008,184750
1383,1015,3,No,719,Unf,660,834,Fin,1996,2398,Gd,11787,95,594,60,5,7,1379,1996,1997,315750
1266,876,3,No,442,Unf,1257,453,Unf,2005,1266,Gd,7500,62,220,144,5,7,1257,2005,2005,176000
928,914,2,No,377,Rec,551,252,Unf,1956,928,TA,13300,70,16,211,7,5,928,1956,2000,132000
1476,1237,3,Av,1330,GLQ,122,858,Fin,2008,2713,Ex,14948,67,268,66,5,9,1452,2008,2008,446261
605,829,2,Mn,348,Unf,180,826,RFn,1920,605,TA,9098,58,289,90,7,4,528,1920,2002,86000
2515,915,4,No,1219,Rec,816,484,Fin,1975,2515,TA,32668,70,1047,72,3,6,2035,1957,1975,200624
1509,1141,3,Av,783,GLQ,678,600,RFn,1988,1509,Gd,10200,85,219,168,5,6,1461,1988,1989,175000
751,611,3,Mn,1470,Unf,611,502,Fin,1920,1362,TA,6155,60,252,49,8,6,611,1920,1999,128000
827,448,2,None,24,None,372,392,Unf,1967,827,TA,7200,60,170,130,7,5,861,1955,2007,107500
334,836,1,None,866,None,1316,264,None,1946,334,Fa,5000,50,108,20,3,1,907,1946,2007,39300
707,707,3,Av,1540,Unf,707,403,Fin,2004,1414,Gd,9056,74,90,35,5,8,707,2004,2004,178000
820,527,3,Gd,969,GLQ,148,435,None,1910,1347,TA,7000,70,270,166,7,5,1117,1910,1991,107500
880,844,3,Av,1116,Unf,880,527,Fin,1998,1724,Gd,8924,57,42,155,5,7,880,1998,1999,188000
864,813,3,No,600,BLQ,264,576,Unf,1980,864,TA,12735,92,426,21,5,4,864,1972,1972,111250
1159,880,3,No,673,BLQ,378,336,Unf,1968,1159,TA,11553,51,188,60,5,5,1051,1968,1968,158000
1601,1015,3,Av,1358,GLQ,223,670,RFn,2001,1601,Gd,11423,75,479,54,5,8,1581,2001,2002,272000
1838,985,2,Av,1260,GLQ,578,765,Fin,2006,1838,Ex,14601,85,584,68,5,9,1838,2006,2006,315000
997,1288,4,No,739,Unf,969,648,Fin,2000,2285,Gd,11000,80,72,56,5,8,969,2000,2000,248000
1680,941,3,No,144,LwQ,379,583,Fin,1998,1680,Gd,10140,78,154,73,5,7,1650,1998,1999,213250
767,864,1,Av,584,GLQ,958,367,Fin,1998,767,TA,4058,34,182,40,5,7,723,1998,1998,133000
664,902,3,Av,554,GLQ,100,426,RFn,2006,1496,Gd,17104,58,450,24,5,7,654,2006,2006,179665
1377,806,4,No,1002,GLQ,195,786,Unf,1988,2183,Gd,13837,70,178,144,5,7,1204,1988,1988,229000
915,720,3,No,300,Rec,765,440,Unf,1950,1635,TA,8737,70,110,38,7,6,1065,1923,1997,210000
768,406,2,Av,619,ALQ,149,624,Unf,1987,768,TA,7244,54,174,96,7,5,768,1970,1970,129500
825,571,2,No,180,LwQ,526,720,RFn,1963,825,TA,8235,49,300,50,7,5,825,1955,1995,125000
912,1182,4,No,1398,Unf,912,615,Fin,2003,2094,Gd,9375,75,288,182,5,7,912,2003,2004,263000
1069,252,2,No,559,ALQ,510,440,RFn,1977,1069,TA,4043,53,50,55,6,6,1069,1977,1977,140000
928,887,3,No,308,Rec,620,288,Fin,1957,928,TA,6000,50,75,234,6,5,928,1957,1957,112500
1717,862,3,Av,946,Unf,1709,908,RFn,2006,1717,Gd,11146,87,250,39,5,8,1709,2006,2006,255500
1126,1360,2,None,64,None,884,520,Fin,2002,1126,Gd,8777,67,95,96,5,4,811,1949,2003,108000
1006,1040,3,No,866,GLQ,132,871,RFn,2003,2046,Gd,10625,85,292,62,5,7,998,2003,2004,284000
1048,167,2,No,695,Unf,993,280,Unf,1922,1048,TA,6380,58,85,80,6,5,993,1922,1959,113000
1092,1051,2,No,895,Rec,197,299,Fin,1957,1092,TA,14850,69,320,40,5,5,1092,1957,1957,141000
897,439,3,No,637,Rec,161,570,Unf,1994,1336,TA,11040,60,32,47,6,4,637,1920,2007,108000
729,717,3,Gd,604,GLQ,125,406,Unf,1996,1446,TA,21872,57,340,22,5,7,729,1996,1997,175000
1557,924,2,Gd,685,Unf,1374,420,Fin,2003,1557,Gd,3196,49,18,20,5,7,1374,2003,2004,234000
1392,1081,3,No,1302,GLQ,90,528,Unf,1957,1392,TA,11341,80,180,40,6,5,1392,1957,1996,121500
1389,523,2,Av,1071,ALQ,195,418,RFn,1975,1389,TA,10010,77,66,38,5,5,1389,1974,1975,170000
996,872,3,No,290,BLQ,706,573,None,1940,996,TA,13907,63,660,44,6,5,996,1940,1969,108000
1163,511,4,Mn,902,Unf,1163,396,Fin,1955,1674,TA,21780,66,554,36,7,6,1163,1918,2003,185000
1166,1129,4,No,728,GLQ,367,590,RFn,1992,2295,Gd,13346,98,104,40,5,7,1095,1992,2000,268000
841,806,4,No,1200,Unf,806,216,Unf,1920,1647,Fa,6858,66,64,66,4,6,806,1915,1965,128000
1134,1370,4,No,440,Unf,1122,656,Fin,2005,2504,Ex,11198,77,245,39,5,9,1122,2005,2007,325000
1535,898,3,No,2,GLQ,1515,532,RFn,2004,1535,Gd,10171,70,168,228,5,7,1517,2004,2004,214000
1496,636,1,Gd,1441,GLQ,55,612,Fin,1983,2132,Gd,12327,79,106,40,8,8,1496,1983,2009,316600
943,1257,2,Gd,943,GLQ,927,600,Unf,1979,943,TA,7032,24,70,25,5,5,943,1979,1979,135960
1728,1286,6,No,231,LwQ,1497,576,Unf,1987,1728,TA,13101,74,108,39,5,5,1728,1965,1965,142600
864,900,2,No,414,LwQ,450,288,Unf,1959,864,Gd,7332,60,207,158,6,6,864,1959,1959,120000
846,846,3,Av,609,Unf,846,650,RFn,2009,1692,Gd,13159,83,288,114,5,7,846,2009,2009,224500
774,656,3,No,728,Unf,384,400,RFn,2000,1430,TA,9967,76,541,78,5,7,384,2000,2000,170000
576,533,3,Av,349,ALQ,23,288,Unf,1971,1109,TA,10500,70,82,68,7,5,372,1971,2005,139000
832,384,2,No,442,Rec,390,336,Unf,1947,1216,TA,8480,80,336,150,5,5,832,1947,1951,118500
877,600,3,No,1238,Unf,861,216,Unf,1928,1477,TA,6292,52,459,50,7,7,861,1928,2005,145000
1320,584,3,Av,328,LwQ,285,564,Fin,1966,1320,TA,11777,96,97,68,6,5,1164,1966,1966,164500
703,689,2,No,672,Unf,689,540,Unf,2007,1392,Gd,3604,34,237,102,5,7,689,2007,2007,146000
1050,745,4,No,859,Unf,1050,352,Unf,1954,1795,TA,12150,81,335,65,5,5,1050,1954,1954,131500
1429,390,3,No,594,BLQ,331,572,Unf,1960,1429,Gd,14585,70,85,110,6,6,1144,1960,1987,181900
2042,668,3,No,25,Unf,2042,1390,RFn,2009,2042,Ex,12704,98,306,90,5,8,2042,2008,2009,253293
816,829,3,Av,816,GLQ,1560,870,None,1990,816,TA,11841,81,104,32,5,6,816,1990,1990,118500
1521,1426,1,No,213,Unf,1237,880,Unf,1988,2775,Gd,13500,75,304,502,9,10,1237,1893,2000,325000
989,584,3,No,1300,GLQ,884,240,Unf,1935,1573,Gd,6120,51,456,44,7,4,884,1935,1995,133000
2028,1274,2,Gd,1460,GLQ,408,880,RFn,2005,2028,Gd,11443,88,208,66,5,8,1868,2005,2006,369900
838,1872,2,Mn,210,Rec,504,275,Fin,1961,838,Fa,10267,55,705,58,7,6,816,1918,2000,130000
860,728,2,Av,672,ALQ,168,528,Unf,1996,860,TA,8740,74,255,12,6,5,840,1982,1982,137000
1473,672,1,Gd,1324,GLQ,113,452,Unf,1968,1473,Ex,25095,65,299,48,8,5,1437,1968,2003,143000
779,866,2,No,425,Unf,742,308,Unf,1988,935,TA,9100,50,153,46,6,5,742,1930,1960,79500
770,812,3,No,490,GLQ,280,520,RFn,2004,1582,Gd,8320,64,84,45,5,7,770,2004,2004,185900
1728,568,3,Gd,1338,GLQ,384,842,RFn,2008,2296,Ex,13478,97,420,274,5,10,1722,2008,2008,451950
816,580,2,No,816,GLQ,333,816,Fin,1985,816,TA,6600,60,96,36,8,5,816,1982,2003,138000
848,688,1,Av,685,GLQ,163,420,RFn,2003,848,Gd,4435,55,170,70,5,6,848,2003,2003,140000
924,876,3,No,490,Unf,924,280,Unf,1981,924,TA,7990,88,423,48,6,5,924,1975,1975,110000
1826,702,3,Gd,1422,GLQ,392,758,Unf,2005,1826,Gd,11302,69,238,75,5,8,1814,2005,2006,319000
684,684,3,No,641,Unf,684,216,Unf,1930,1368,TA,3600,60,204,158,7,6,684,1910,1993,114504
1402,741,2,Av,1150,Unf,1258,648,Fin,2006,1402,Gd,3922,53,72,16,5,7,1258,2006,2007,194201
1647,765,3,Mn,1283,ALQ,1836,621,Fin,1977,1647,Gd,12984,80,459,36,6,5,1430,1977,1977,217500
716,840,3,No,81,Rec,23,452,Fin,1980,1556,TA,1950,24,365,106,6,6,716,1980,1980,151000
1058,846,3,Av,546,GLQ,512,736,Fin,2003,1904,Ex,10927,74,280,60,5,8,1058,2005,2005,275000
780,595,3,No,1373,LwQ,780,544,Unf,1979,1375,Gd,9000,50,260,162,6,6,780,1937,1970,141000
927,988,3,Mn,789,GLQ,119,506,Fin,1992,1915,Gd,10041,80,340,150,5,8,908,1992,1992,220000
600,600,2,No,507,Unf,600,480,RFn,2004,1200,Gd,3182,30,336,172,5,7,600,2004,2005,151000
1494,1017,3,Mn,922,GLQ,572,530,RFn,2002,1494,Gd,12803,88,99,36,5,7,1494,2002,2002,221000
1186,800,3,No,454,BLQ,314,486,Unf,1965,1986,TA,13600,85,176,42,6,7,768,1965,1990,205000
1040,878,3,No,732,GLQ,308,576,Fin,2000,1040,Gd,12464,82,362,28,5,5,1040,1996,1996,152000
1112,896,3,No,603,GLQ,293,230,Unf,1948,2008,Ex,7800,78,171,102,8,5,896,1948,2002,225000
1940,1254,4,Mn,428,BLQ,537,380,Unf,1934,3194,TA,12168,78,530,112,6,8,965,1934,1998,359100
1029,811,3,Mn,903,Rec,126,261,Unf,1961,1029,TA,7943,61,192,28,5,4,1029,1961,1961,118500
1476,677,3,Mn,904,GLQ,536,736,Fin,2000,2153,Ex,11050,130,204,142,5,9,1440,2000,2000,313000
1032,855,3,Av,605,ALQ,427,564,Unf,1978,1032,TA,10395,81,233,120,6,6,1032,1978,1978,148000
1299,573,3,Av,990,GLQ,309,531,RFn,2001,1872,Ex,11885,21,108,122,5,8,1299,2001,2001,261500
1120,1037,2,No,206,ALQ,914,576,None,2007,1120,TA,8402,70,268,30,5,5,1120,2007,2007,147000
630,1312,1,Av,150,LwQ,280,462,None,1972,630,TA,1491,21,290,24,6,4,630,1972,1972,75500
1054,1274,3,Gd,763,GLQ,173,480,RFn,1963,1054,Gd,8800,80,156,30,7,6,936,1963,1963,137500
807,702,3,No,457,GLQ,326,393,Fin,2002,1509,Gd,7861,40,74,75,5,6,783,2002,2003,183200
832,1101,2,No,656,Unf,832,528,Unf,1962,832,Gd,7227,59,150,112,6,6,832,1954,1954,105500
1828,898,3,Av,48,Rec,1774,774,Unf,2007,1828,Gd,11694,90,452,108,5,9,1822,2007,2007,314813
1482,780,3,Gd,871,GLQ,611,749,Fin,2003,2262,Gd,12244,85,226,60,5,8,1482,2003,2003,305000
864,700,2,No,41,BLQ,823,468,None,1914,864,TA,8248,45,247,48,3,3,864,1914,1990,67000
1548,1066,4,No,956,ALQ,384,624,RFn,1974,2614,TA,10800,90,101,243,7,6,1522,1974,1997,240000
980,1304,3,No,560,BLQ,420,484,Unf,1986,980,TA,7064,71,153,72,6,5,980,1977,1977,135000
756,756,2,No,420,GLQ,336,440,Unf,2000,1512,Gd,2117,68,513,32,5,6,756,2000,2000,168500
1012,778,4,No,247,Rec,485,484,RFn,1972,1790,TA,10400,80,288,16,5,6,732,1972,1972,165150
1116,880,3,No,503,Unf,1116,440,Unf,1962,1116,TA,10000,87,261,40,6,6,1116,1962,1962,160000
1422,625,3,No,559,Unf,978,286,RFn,1960,1422,TA,12342,100,309,52,5,5,978,1960,1978,139900
1520,1320,3,Av,674,BLQ,350,364,RFn,1955,1520,TA,9600,80,164,48,6,6,1156,1955,1972,153000
1040,1040,5,Av,650,Rec,390,504,Unf,1969,2080,Fa,11606,70,192,44,5,5,1040,1969,1969,135000
1350,622,3,Gd,624,GLQ,288,520,RFn,1964,1350,TA,9020,82,259,50,5,6,1248,1964,1964,168500
1089,661,3,No,203,Unf,636,240,Unf,1937,1750,Ex,9000,50,381,120,6,5,636,1880,1991,124000
1554,224,2,Mn,24,GLQ,1530,627,RFn,2006,1554,Gd,4590,34,108,73,5,8,1554,2006,2006,209500
1411,896,3,No,822,ALQ,564,544,Fin,1977,1411,TA,11900,85,209,116,5,7,1386,1977,1977,82500
1056,881,3,No,480,BLQ,108,260,Unf,1954,1056,TA,9250,80,234,68,7,5,1056,1954,2005,139400
1056,734,0,No,1056,GLQ,832,576,Unf,1980,1056,TA,6979,64,168,56,5,6,1056,1980,1980,144000
1440,1440,8,No,256,LwQ,1184,450,None,1914,3395,Fa,10896,60,228,110,7,6,1440,1914,1995,200000
800,1129,1,No,904,Unf,264,560,None,1936,800,Fa,6120,51,108,54,3,2,264,1936,2007,60000
811,576,3,No,922,Unf,811,256,Unf,1954,1387,Gd,6000,50,98,120,4,5,811,1954,1954,93000
796,780,2,No,247,Unf,796,696,None,1910,796,TA,8777,67,99,63,7,5,796,1910,1996,85000
1567,648,1,Av,1154,GLQ,366,648,Fin,2006,1567,Ex,3982,53,189,50,5,8,1520,2006,2006,264561
1518,932,1,Gd,1218,GLQ,300,588,RFn,2003,1518,Ex,12677,62,472,140,5,8,1518,2003,2004,274000
1057,872,3,No,738,Unf,319,650,Fin,2001,1929,Gd,7050,96,101,235,5,7,1057,2001,2001,226000
2000,704,4,Gd,1410,LwQ,542,538,Fin,1972,2704,Ex,13860,75,256,111,7,8,1952,1972,1995,345000
780,840,4,No,493,Rec,1367,462,Fin,1969,1620,TA,10793,80,263,198,5,5,780,1969,1969,152000
1766,1092,3,Mn,1121,GLQ,645,478,Fin,2009,1766,Ex,9187,85,162,130,5,9,1766,2009,2009,370878
981,702,3,No,282,ALQ,664,576,Unf,1979,981,TA,10530,65,151,312,5,6,981,1971,1971,143250
1048,686,3,None,1277,None,884,420,Unf,1950,1048,TA,7200,60,216,27,5,5,1398,1950,1977,98300
1094,576,3,Mn,500,Rec,594,495,Unf,1953,1094,TA,10452,85,216,122,5,6,1094,1953,1953,155000
1051,788,4,No,1056,Unf,756,442,Unf,1966,1839,TA,7700,70,351,124,5,6,756,1966,1966,155000
630,547,1,Av,131,BLQ,408,327,Fin,1970,630,TA,1936,21,116,116,6,4,630,1970,1970,84500
822,843,3,No,1320,Unf,813,562,RFn,2007,1665,Gd,8125,65,200,30,6,7,813,2007,2007,205950
755,755,4,Mn,1904,Unf,755,296,Unf,1940,1510,TA,9084,60,258,30,5,4,755,1940,1979,108000
909,807,2,No,1124,Unf,880,512,RFn,1996,1716,Gd,8750,70,224,120,5,7,880,1996,1996,191000
756,713,3,No,786,GLQ,756,216,Unf,1906,1469,TA,10320,60,443,51,7,6,756,1906,1995,135000
2113,804,2,Gd,1696,GLQ,413,839,Fin,1995,2113,Gd,10437,91,660,46,6,8,2109,1995,1995,350000
525,887,3,No,24,Unf,525,264,Unf,1971,1092,TA,1680,21,381,20,5,6,525,1971,1971,88000
1053,316,3,No,806,ALQ,247,312,RFn,1959,1053,Gd,10007,72,54,60,7,5,1053,1959,2006,145500
851,651,3,No,152,Unf,776,270,RFn,1931,1502,TA,7200,60,40,65,6,7,776,1931,2000,149000
912,546,3,No,573,Unf,912,330,Unf,1948,1458,TA,17503,78,108,78,5,6,912,1948,1995,97500
1486,739,3,No,637,BLQ,849,480,Fin,1968,1486,TA,9937,75,16,48,7,5,1486,1964,1999,167000
1142,793,3,No,209,Unf,793,550,RFn,1976,1935,TA,12384,86,233,113,7,7,793,1976,1976,197900
1686,762,4,No,1361,GLQ,88,711,RFn,1994,2448,Gd,46589,52,528,76,7,8,1629,1994,2005,402000
1392,720,2,No,1154,Unf,1392,576,RFn,1968,1392,TA,13560,120,216,66,3,6,1392,1968,1968,110000
1181,703,3,Av,920,BLQ,38,588,RFn,1974,1181,TA,10012,90,178,122,5,4,1138,1972,1972,137500
2097,517,1,Mn,1721,BLQ,356,1134,Fin,2005,2097,Ex,20896,49,76,267,5,8,2077,2005,2006,423000
1454,482,3,No,938,Unf,1406,504,RFn,2000,1936,Gd,11194,106,40,124,5,8,1406,2000,2000,230500
1465,915,3,No,187,LwQ,111,596,Unf,1965,2380,TA,18450,70,113,265,5,6,1021,1965,1979,129000
1679,582,3,No,1138,GLQ,270,575,RFn,1994,1679,Gd,8125,65,258,42,5,6,1408,1994,1998,193500
1437,728,3,No,988,Rec,200,576,Unf,1999,1437,TA,14175,93,302,28,6,5,1188,1956,1987,168000
1180,732,2,No,976,Unf,700,252,Unf,1922,1180,Fa,11600,80,40,73,5,4,700,1922,2000,137500
738,1140,3,No,193,GLQ,545,540,Fin,2005,1476,Gd,8633,64,110,35,5,6,738,2005,2005,173500
697,672,3,No,551,BLQ,121,300,Fin,1930,1369,TA,6629,54,132,108,6,6,672,1925,1978,103600
1208,688,3,No,767,ALQ,441,546,RFn,1977,1208,TA,11250,60,360,42,6,6,1208,1977,1977,165000
1839,584,3,No,1186,GLQ,291,416,Fin,1957,1839,Gd,14442,110,106,87,7,6,1477,1957,2004,257500
1136,896,3,No,892,Rec,244,384,Unf,1965,1136,TA,9200,80,315,116,6,6,1136,1965,1965,140000
855,586,3,No,311,ALQ,544,440,Unf,1978,1441,TA,2289,24,233,35,6,6,855,1978,1978,148500
1095,679,4,No,728,Unf,1095,779,Unf,1920,1774,TA,9600,60,180,319,2,4,1095,1900,1959,87000
792,836,2,No,403,Unf,768,240,Unf,1924,792,Gd,9022,52,44,51,8,5,768,1924,2006,109500
2046,787,3,Mn,220,Unf,2046,834,Fin,2008,2046,Gd,11844,80,464,82,5,8,2046,2008,2008,372500
988,741,3,No,827,Rec,161,572,Unf,1963,988,TA,9945,79,57,119,5,5,988,1961,1961,128500
923,1174,2,No,543,BLQ,261,264,RFn,1980,923,TA,8012,50,84,42,5,6,923,1980,1980,143000
848,672,3,No,182,Rec,611,281,Unf,1968,1520,TA,4500,55,289,128,5,5,793,1932,2000,159434
1291,661,2,Mn,1003,GLQ,288,431,Unf,1996,1291,Gd,2887,75,108,33,5,6,1291,1996,1997,173000
1668,798,3,Av,1059,GLQ,567,702,RFn,2002,1668,Gd,11248,90,215,45,5,9,1626,2002,2002,285000
1195,644,4,No,1270,Unf,1195,486,Fin,1998,1839,TA,16770,58,30,81,5,7,1195,1998,1998,221000
1190,900,3,Mn,828,GLQ,180,577,Fin,1984,2090,Gd,5062,80,320,30,5,7,1190,1984,1984,207500
874,887,3,No,594,Unf,874,578,Fin,2007,1761,Gd,10207,84,16,105,6,7,874,2007,2007,227875
551,551,2,No,239,GLQ,312,480,Unf,2004,1102,Gd,5105,78,140,60,5,7,551,2004,2004,148800
1419,571,2,Av,945,BLQ,474,567,RFn,2007,1419,Gd,8089,60,298,28,6,8,1419,2007,2007,392000
1362,1140,2,Av,20,ALQ,1342,460,RFn,2005,1362,Gd,7577,61,256,28,5,6,1362,2005,2006,194700
848,941,1,Gd,697,GLQ,151,420,RFn,2004,848,Gd,4426,60,147,144,5,6,848,2004,2004,141000
2444,1872,4,Gd,1455,GLQ,989,832,Fin,1994,4316,Ex,21535,104,1170,50,6,10,2444,1994,1995,755000
1238,1281,4,Gd,965,GLQ,245,628,RFn,1989,2519,Gd,26178,42,293,27,5,7,1210,1989,1990,335000
1073,644,2,No,180,Unf,1073,326,Unf,1968,1073,TA,5400,60,45,114,6,5,1073,1921,1968,108480
1067,472,3,No,560,Unf,927,576,Unf,1995,1539,TA,6120,51,16,59,6,5,927,1936,2001,141500
1137,796,2,No,980,GLQ,92,551,Unf,1987,1137,Gd,13811,54,72,116,6,6,1112,1987,1987,176000
616,534,2,No,616,LwQ,429,205,Unf,1921,616,TA,6000,50,32,29,7,5,616,1921,1977,89000
1148,1518,2,Mn,210,LwQ,219,308,Unf,1952,1148,TA,6420,57,27,54,7,5,980,1952,1952,123500
894,1312,3,No,553,GLQ,224,336,Unf,1973,894,TA,8450,65,143,144,8,5,894,1965,2009,138500
1391,581,2,Mn,16,GLQ,1375,530,Unf,2004,1391,Gd,4282,59,74,158,5,7,1391,2004,2004,196000
1800,566,3,Gd,1274,GLQ,526,765,Fin,2002,1800,Gd,14331,85,630,78,5,8,1800,2002,2002,312500
1164,881,3,No,763,Unf,1164,528,Unf,1969,1164,TA,9600,80,168,30,5,7,1164,1969,1969,140000
1264,1312,4,No,180,Unf,1234,666,Fin,2006,2576,Ex,12438,82,466,100,5,8,1234,2006,2006,361919
1032,787,4,No,256,Unf,360,672,Unf,1999,1812,Gd,7630,76,200,24,9,5,360,1900,1996,140000
1484,720,3,Av,712,GLQ,761,606,RFn,2004,1484,Gd,8400,70,109,35,5,7,1473,2004,2005,213000
372,720,3,None,1078,None,448,275,None,1930,1092,Fa,5600,70,225,65,5,4,817,1930,1956,55000
1824,1096,2,Gd,1219,GLQ,424,739,Unf,1971,1824,Gd,115149,84,351,48,5,7,1643,1971,2002,302000
1324,930,2,No,863,GLQ,461,550,Fin,2006,1324,Gd,6240,48,176,38,5,8,1324,2006,2006,254000
728,728,3,Av,539,Unf,728,400,Fin,2007,1456,Gd,9018,65,200,24,5,7,728,2007,2007,179540
904,438,3,No,425,Unf,876,408,Unf,1966,904,TA,7162,45,41,114,7,5,876,1966,1966,109900
729,739,2,No,789,Unf,270,436,Unf,1935,729,TA,4130,56,176,52,6,3,270,1935,2003,52000
